"ID","TITLE","TIER","TAGS"
"28746","Блэк & Уайт","Diamond 1","고속 푸리에 변환|그래프 이론|많은 조건 분기|분할 정복|수학|최소 스패닝 트리"
"28747","Сложности с жетоном","Platinum 2","문자열|접미사 배열과 LCP 배열|해싱"
"28748","Единая сеть","Unrated",
"28749","Квадраты Фибоначчи","Platinum 5","분할 정복을 이용한 거듭제곱|수학"
"28750","Похожие заказы","Silver 1","문자열|브루트포스 알고리즘"
"28751","Быстрый перевод","Gold 4","구현|이분 탐색"
"28752","Гениальная прогулка","Gold 1","그래프 이론|데이크스트라|최단 경로"
"28753","Сэм и хранилище","Gold 2","게임 이론|다이나믹 프로그래밍"
"28754","Постройка дороги","Platinum 5","게임 이론|애드 혹"
"28755","Робот-доставщик","Silver 1","기하학|해 구성하기"
"28756","Перерыв на обед","Bronze 1","구현|기하학|브루트포스 알고리즘|사칙연산|수학"
"28757","Починка массива","Gold 2","값 / 좌표 압축|다이나믹 프로그래밍|두 포인터|이분 탐색"
"28758","Кодовый замок","Platinum 1","2-sat|강한 연결 요소|그래프 이론|해 구성하기"
"28759","Побег с горной базы","Platinum 4","그래프 이론|그래프 탐색|그리디 알고리즘|깊이 우선 탐색|우선순위 큐|자료 구조|정렬|트리"
"28760","Набор текста","Silver 4","구현|문자열"
"28761","Крупная закупка","Silver 1","그리디 알고리즘|정렬"
"28762","Поместье мафии","Gold 5","그리디 알고리즘|매개 변수 탐색|이분 탐색"
"28763","Счастливые билетики","Unrated",
"28764","Транспортировка артефактов","Silver 2","브루트포스 알고리즘"
"28765","Скоростной транспорт","Silver 3","브루트포스 알고리즘|수학|조합론"
"28766","Продукты в экспедиции","Gold 3","그리디 알고리즘|우선순위 큐|자료 구조|정렬"
"28767","Доставка почты","Unrated",
"28768","Выживание и шоколад","Silver 4","수학|정수론"
"28769","Ловушка для Джерри","Gold 5","누적 합|이분 탐색|정렬"
"28770","Мышеловки","Diamond 5","기하학|볼록 껍질|볼록 다각형 내부의 점 판정|이분 탐색"
"28771","Джерри и задачи","Unrated",
"28772","Подсчет хештегов","Bronze 1","구현|문자열|자료 구조|집합과 맵|파싱|해시를 사용한 집합과 맵"
"28773","Раскладывание приборов","Gold 4","많은 조건 분기|애드 혹"
"28774","Шестизначные документы","Gold 2","누적 합|다이나믹 프로그래밍"
"28775","Государственный переполох","Unrated",
"28776","Загадочное устройство","Diamond 5","그리디 알고리즘|문자열|수학|애드 혹|이분 탐색|자료 구조|정수론|집합과 맵|해시를 사용한 집합과 맵|해싱"
"28777","Фотографии на память","Silver 4","그리디 알고리즘|다이나믹 프로그래밍|정렬"
"28778","Волшебные тройки","Gold 4","소수 판정|수학|에라토스테네스의 체|정수론"
"28779","Магическая ПСП","Gold 1","그리디 알고리즘|다이나믹 프로그래밍|비트마스킹|비트필드를 이용한 다이나믹 프로그래밍|재귀"
"28780","Сокровищница","Diamond 5",
"28781","Йода и приставки Си","Silver 5","구현|문자열"
"28782","Джедайские вычисления","Gold 4","누적 합|다이나믹 프로그래밍|문자열|브루트포스 알고리즘|파싱"
"28783","Древний замок","Gold 4","구현|그래프 이론|그래프 탐색|너비 우선 탐색|다이나믹 프로그래밍"
"28784","Кроссворд для дроида","Gold 1","분리 집합|자료 구조"
"28785","Боевые дроиды","Diamond 3","분할 정복|자료 구조|집합과 맵|해시를 사용한 집합과 맵|해싱"
"28786","Выстрел в голову","Bronze 2","사칙연산|수학"
"28787","Сжатие изображения","Silver 1","구현|수학|유클리드 호제법|정수론"
"28788","Суперагентское блюдо","Gold 4","그래프 이론|다이나믹 프로그래밍|방향 비순환 그래프|위상 정렬|자료 구조|집합과 맵|해시를 사용한 집합과 맵"
"28789","Секретный код","Silver 4","수학|조합론"
"28790","Игра в дженгу","Silver 5","게임 이론|애드 혹"
"28791","Кодовый замок","Platinum 3","2-sat|강한 연결 요소|그래프 이론"
"28792","Серебряная цепочка","Unrated",
"28793","План шпионской сети","Platinum 5","기하학|볼록 껍질|해 구성하기"
"28794","Минер","Platinum 5","그래프 이론|그리디 알고리즘|최소 스패닝 트리|해 구성하기"
"28795","Светский приём","Silver 4","애드 혹|해 구성하기"
"28796","Поедание крыс","Silver 3","그리디 알고리즘"
"28797","Дневнегреческая машина","Silver 5","사칙연산|수학"
"28798","Старик и шахматная доска","Bronze 1","수학"
"28799","Великий бой","Diamond 5","느리게 갱신되는 세그먼트 트리|세그먼트 트리|자료 구조"
"28800","Ящик Пандоры","Platinum 5","다이나믹 프로그래밍|역추적"
"28801","Кружок стрельбы","Silver 5","구현|수학"
"28802","Древнегреческий изоморфизм","Gold 2","그래프 이론|그래프 탐색|너비 우선 탐색"
"28803","Гонки на колесницах","Gold 4","그리디 알고리즘|수학|이분 탐색"
"28804","Таинственный ритуал","Silver 3","수학"
"28805","Покраска","Platinum 2","느리게 갱신되는 세그먼트 트리|세그먼트 트리|자료 구조"
"28806","Деревни лесорубов","Unrated",
"28807","Игра в строки","Silver 2","문자열|슬라이딩 윈도우"
"28808","Таблица результатов","Bronze 4","구현|문자열"
"28809","Ральф и арифметика","Gold 4","다이나믹 프로그래밍|수학|자릿수를 이용한 다이나믹 프로그래밍|조합론"
"28810","Битовый автомат","Silver 5","비트마스킹|수학"
"28811","Монетки","Platinum 4","런타임 전의 전처리|소수 판정|수학|에라토스테네스의 체|이산 제곱근|정수론"
"28812","Доставка","Bronze 3","구현|사칙연산|수학"
"28813","Уничтожение дронов","Silver 5","그리디 알고리즘|기하학|정렬"
"28814","Конфета в лабиринте","Gold 1","그래프 이론|그래프 탐색|이분 탐색"
"28815","Женитьба","Platinum 5","그리디 알고리즘|분리 집합|스위핑|연결 리스트|우선순위 큐|자료 구조|정렬|해 구성하기"
"28816","Игра с деревом","Unrated",
"28817","Пароли","Platinum 3","KMP|문자열"
"28818","Случайное дерево","Platinum 2","다이나믹 프로그래밍|수학|트리|트리에서의 다이나믹 프로그래밍|확률론"
"28819","Праздничные вычисления по сахарному модулю","Gold 5","구현|비트마스킹|해 구성하기"
"28820","Сбор сторонников","Bronze 1","수학|유클리드 호제법|정수론"
"28821","Ньют в пещере","Platinum 4","덱|덱을 이용한 구간 최댓값 트릭|브루트포스 알고리즘|자료 구조"
"28822","Волшебные замки","Unrated",
"28823","Добрых снов","Silver 5","누적 합|해 구성하기"
"28824","Нюхли в министерстве","Gold 5","누적 합|정렬"
"28825","Фоторобот Грин-де-Вальда","Bronze 1","구현"
"28826","Магический замок","Platinum 3","그래프 이론|그리디 알고리즘|다이나믹 프로그래밍|쌍대 그래프|연결 리스트|자료 구조|트리|트리에서의 다이나믹 프로그래밍|평면 그래프"
"28827","Волшебная шахта","Platinum 3","누적 합|매개 변수 탐색|이분 탐색"
"28828","Упражнения в умножении","Gold 5","애드 혹|임의 정밀도 / 큰 수 연산"
"28829","Каждой твари --- по паре","Platinum 5","모듈로 곱셈 역원|수학|정수론|조합론"
"28830","Сила волшебных заклинаний","Diamond 5","다이나믹 프로그래밍|비트마스킹|비트필드를 이용한 다이나믹 프로그래밍"
"28831","Нюхли","Gold 4","다이나믹 프로그래밍|트리|트리에서의 다이나믹 프로그래밍"
"28832","Поиски Трезубца","Silver 3","해 구성하기"
"28833","Атакующие пары","Gold 3","두 포인터|슬라이딩 윈도우|자료 구조|정렬|집합과 맵|트리를 사용한 집합과 맵"
"28834","Минное поле","Gold 1","분리 집합|자료 구조"
"28835","Оптимальное перестроение","Platinum 4","세그먼트 트리|자료 구조"
"28836","Дела по дому","Silver 3","많은 조건 분기"
"28837","Возвращение домой","Silver 1","그리디 알고리즘|비트마스킹"
"28838","Прогулка по Бруклину","Platinum 2","다이나믹 프로그래밍|비트 집합"
"28839","Взлом компьютера","Diamond 4","Heavy-light 분할|문자열|세그먼트 트리|자료 구조|트라이|트리"
"28840","Как покормить дракона","Bronze 3","문자열|사칙연산|수학"
"28841","Секрет Драконьего глаза","Silver 1","애드 혹"
"28842","Деревня викингов","Platinum 4","그래프 이론|방향 비순환 그래프|분리 집합|위상 정렬|자료 구조|트리|희소 배열"
"28843","Путешествие по островам","Diamond 3","그래프 이론|기하학|데이크스트라|볼록 껍질|최단 경로"
"28844","Ослабление флота","Silver 4","정렬"
"28845","Рапорт","Gold 4","매개 변수 탐색|이분 탐색"
"28846","Декодирование сообщения","Gold 5","브루트포스 알고리즘|수학|조합론"
"28847","Кот Гусь и случайная матрица","Platinum 5","누적 합|우선순위 큐|자료 구조"
"28848","Упорядочивания","Unrated",
"28849","Аккаунты","Gold 4","그리디 알고리즘|문자열|스택|자료 구조|정렬|해 구성하기"
"28850","AliKingspress","Gold 4","다이나믹 프로그래밍|배낭 문제"
"28851","Протокол <<Судного дня>>","Platinum 4","그래프 이론|그래프 탐색|깊이 우선 탐색|다이나믹 프로그래밍|자료 구조|트리|트리에서의 다이나믹 프로그래밍|희소 배열"
"28852","Плохая многозадачность","Gold 5","구현|시뮬레이션|정렬"
"28853","Разбиение на пары","Bronze 1","구현|사칙연산|수학"
"28854","Гарри и носки","Diamond 3","다이나믹 프로그래밍|수학|조합론|포함 배제의 원리"
"28855","Плеер Кингсманов","Silver 5","구현"
"28856","Башни","Unrated",
"28857","Морской бой","Gold 5","수학|이분 탐색"
"28858","Пасьянс","Silver 4","그리디 알고리즘|정렬"
"28859","Капли","Bronze 1","사칙연산|수학"
"28860","Газорпазорп","Gold 4","게임 이론|다이나믹 프로그래밍"
"28861","Морти и пароль","Gold 3","그리디 알고리즘|자료 구조"
"28862","Матрица Рика","Silver 1","구현|애드 혹"
